,force
0.0,-320.8701490657222
0.5,-303.1409159154846
1.0,-342.36313003556467
1.5,-352.5153445489712
2.0,-328.19054853303845
2.5,-342.5034451955076
3.0,-338.26622750465873
3.5,-317.4035392318765
4.0,-331.9137775364035
4.5,-339.44127317560947
5.0,-309.2170067781022
5.5,-354.3702059146127
6.0,-366.3170230413043
6.5,-342.8403516490578
7.0,-367.6404934073603
7.5,-388.287456501084
8.0,-331.092521159099
8.5,-311.5103025143396
9.0,-366.9493936263789
9.5,-346.7211538266845
10.0,-348.1933374833977
10.5,-383.31864907257113
11.0,-366.6158926004066
11.5,-374.5365708268294
12.0,-420.42788196059354
12.5,-397.39556114786546
13.0,-368.880444219139
13.5,-394.89877668420377
14.0,-359.295493133088
14.5,-353.0188283581735
15.0,-399.0339469860055
15.5,-383.41769506782384
16.0,-373.4102400859413
16.5,-418.4889815686771
17.0,-412.7938368416451
17.5,-382.7821499316189
18.0,-388.5410742768075
18.5,-395.77368297560326
19.0,-400.2555142607889
19.5,-399.1660083130094
20.0,-372.4370958668507
20.5,-373.59150695545986
21.0,-429.54611631143837
21.5,-417.34094844188576
22.0,-405.3383746535315
22.5,-428.9833549747752
23.0,-426.9731714802142
23.5,-405.70304399969
24.0,-422.4500710303399
24.5,-414.27052258905104
25.0,-389.81028867809476
25.5,-417.73263033220655
26.0,-442.7843408377698
26.5,-425.2781343341848
27.0,-417.40397771159195
27.5,-421.36469199902854
28.0,-423.4412813313151
28.5,-434.5419362841106
29.0,-414.35718783489534
29.5,-407.8944366446564
30.0,-435.61943665670685
30.5,-443.21671470166257
31.0,-423.8464694937131
31.5,-434.3138303556503
32.0,-444.1100333896154
32.5,-423.4322771499292
33.0,-457.04696415416475
33.5,-452.49327257522054
34.0,-442.8813089450115
34.5,-457.86726816612935
35.0,-473.7521448290099
35.5,-447.8099727315088
36.0,-478.61232488977004
36.5,-473.7656511010898
37.0,-442.6562044103458
37.5,-479.9008751933912
38.0,-479.3617498328708
38.5,-455.77979878133374
39.0,-464.1554190442257
39.5,-482.8508701201797
40.0,-445.49477259247516
40.5,-472.49306013178347
41.0,-502.37193536635823
41.5,-447.42616949990156
42.0,-402.3354801610961
42.5,-287.68974065605653
43.0,44.38671992754886
43.5,76.94809086688358
44.0,-29.044630325617653
44.5,-44.79848460550196
45.0,11.928897074161089
45.5,13.230001284522025
46.0,-4.002962945445667
46.5,34.21524647061494
47.0,-55.03482472385198
47.5,8.29270849086501
48.0,45.230861932539156
48.5,-6.363097412744726
49.0,32.79262429094573
49.5,-45.17562127973633
50.0,-48.459376968503044
50.5,75.83157237494169
51.0,112.99633104818632
51.5,-50.1361748753108
52.0,-116.40319813852975
52.5,25.233700595546182
53.0,53.11927517566077
53.5,-1.7274446955367844
54.0,-20.15750329703493
54.5,11.759318324707245
55.0,29.3474859665604
55.5,-21.949335392969076
56.0,-27.98733164203141
56.5,14.922787385205792
57.0,-9.114625174804045
57.5,-36.50909669512263
58.0,17.421447719991193
58.5,67.67490956134664
59.0,-2.8109478557224747
59.5,-63.086438754606206
60.0,21.00361121496553
60.5,56.309381606096224
61.0,-4.5397506819524835
61.5,-43.69374081229927
62.0,-8.717690845342588
62.5,-6.471147589384173
63.0,-4.692475450859232
63.5,-17.051060718653527
64.0,22.646123969573182
64.5,37.96111098552738
65.0,-12.754565500338824
65.5,-29.87301501319035
66.0,25.139416426992227
66.5,8.066103259299325
67.0,-39.52999955032941
67.5,3.3073933964786555
68.0,15.70615116584198
68.5,-9.741916478071353
69.0,6.512881970110284
69.5,12.667239947860253
70.0,-16.501805654070267
70.5,-9.060975260708467
71.0,-19.207562160746658
71.5,-7.186980009618582
72.0,19.884091329232053
72.5,-30.69689761006645
73.0,-34.901504002942204
73.5,48.96759720798764
74.0,47.18476929343797
